manufacturer_id,agent_num,sku,upc,ltr_btl,btl_su,btl_cs,litter_rate,pct_alc,product,price_eff_date,category_1,category_2,category_3,list_type_1,list_type_2,mfr_price,retail_price
228,2157,144212,626990116769,0.7500,1,12,0.1000,14.70,Baco Noir 10/11,2014-05-04,WINE,CANADA,RED,X,A,$0.00,$0.00
228,2157,172460,626990116677,0.7500,1,12,0.1000,14.30,Lazerus,2014-05-04,WINE,CANADA,RED,X,A,$0.00,$0.00
228,2157,172486,626990116684,0.7500,1,12,0.1000,14.70,Gewurztraminer,2014-05-04,WINE,CANADA,WHITE,X,A,$0.00,$0.00
228,2157,172510,626990116691,0.7500,1,12,0.1000,14.80,Pinot Gris,2014-01-26,WINE,CANADA,WHITE,X,A,$0.00,$0.00
228,2157,205963,626990172154,0.7500,1,12,0.1000,13.10,Rose 11/12,2014-05-04,WINE,CANADA,ROSE,X,A,$0.00,$0.00
228,2157,205997,626990116790,0.7500,1,12,0.1000,13.10,Gewurztraminer,2014-05-04,WINE,CANADA,WHITE,X,A,$0.00,$0.00
228,2157,206003,626990172093,0.7500,1,12,0.1000,13.10,Pinot Gris 2011,2014-05-04,WINE,CANADA,WHITE,X,A,$0.00,$0.00
228,2157,207233,626990116714,0.7500,1,12,0.1000,13.70,Pinot Noir 2010,2014-05-04,WINE,CANADA,RED,X,A,$0.00,$0.00
228,2157,436550,626990116660,0.7500,1,12,0.1000,15.20,Pinot Noir,2014-01-26,WINE,CANADA,RED,X,A,$0.00,$0.00
